編號,代號,名稱,產業,現價,漲幅(%),季乖離(%),年乖離(%),MA負乖離(%),回檔深度(%),20日爆量天,10日加溫天,月營收MoM(%),月營收YoY(%),今年營收YoY(%),20日法人買賣超(張),轉折值
1,3005,神基,上市/電腦及週邊設備業,107.0,-2.28,-5.01,-8.5,-11.17,-31.7,4,9,-17.57,-0.02,4.04,-45176,152.87
